,budget,actor1_hashtags,actor2_hashtags,actor3_hashtags,director_hashtags,genre_point,director_point,actor_point,revenue
0,237000000,16431,141212,82306,107952,3.0003253542401422,7.877318836524299,17.04132095321861,2787965087
1,300000000,1946081,239740,164826,5386,3.8696638324391914,2.8699307651309844,9.736709911322267,961000000
2,245000000,179939,45185,28352,18433,2.6484623667309526,4.08666989307229,9.67897241138114,880674609
3,250000000,246520,54633,116258,180973,2.661080465750875,4.206450979104478,8.62473767960193,1084939099
4,260000000,28091,1493,3434,2617,3.0003253542401422,3.2248399923547404,4.324352236246962,284139100
5,258000000,112014,71089,485791,57723,3.116649083394444,3.630455370531317,9.768433322594358,890871626
6,260000000,61884,60330,1800,1234,3.410457096887857,2.2761343692307694,7.488074174260216,591794936
7,280000000,1517983,895791,336883,96919,3.0003253542401422,5.498758938775509,11.086373900614543,1405403694
8,250000000,810684,524429,1991420,9758,3.410457096887857,3.842956889655172,17.034573199659448,933959197
9,250000000,635710,710144,856155,217665,3.0206521384077205,2.8792992872093017,9.636208339540373,873260194
10,270000000,29780,145176,26699,20430,3.0003253542401422,2.422981018981881,4.808348609096254,391081192
11,200000000,179939,16754,4490,3038,2.6484623667309526,2.76834763064833,8.504965583283518,586090727
12,200000000,1946081,239740,164826,5386,3.8696638324391914,2.8699307651309844,9.736709911322267,1065659812
13,255000000,1946081,179529,11137,5386,1.9268519723984543,2.8699307651309844,4.969515133418974,89289910
14,225000000,710132,151769,30138,217665,3.0003253542401422,2.8792992872093017,8.340262518373956,662845518
15,225000000,38756,21795,30171,1189,3.0206521384077205,4.183262351219511,7.438383621373456,419651413
16,220000000,1517983,1625898,336883,96919,3.116649083394444,5.498758938775509,12.094220842478418,1519557910
17,380000000,1946081,9676,9508,4458,3.0206521384077205,2.7835334109375,7.266623066647598,1045713802
18,225000000,941748,29928,112093,2035,3.0003253542401422,3.0230110127542233,9.224217967433695,624026776
19,250000000,1007259,74961,119151,111978,3.0206521384077205,5.0260191956689875,12.148982368706337,956019788
20,215000000,311603,625303,6399,11971,3.0206521384077205,3.594452125443787,9.909080473564707,752215857
21,200000000,76667,277176,11089,148937,3.116649083394444,2.4725255790697678,8.065821231624126,310669540
22,250000000,1007259,74961,119151,111978,3.0206521384077205,5.0260191956689875,12.148982368706337,958400000
23,180000000,3402,203933,179954,2402,3.0206521384077205,5.209728712230215,6.884287380301808,372234864
24,207000000,82424,145492,36394,111978,3.8696638324391914,5.0260191956689875,7.609551655263197,550000000
25,200000000,354641,1559961,2668,107952,2.661080465750875,7.877318836524299,16.710809703007087,1845034188
26,250000000,1625817,1518069,957543,6861,3.0003253542401422,4.216249862869199,11.561512752562376,1153304495
27,209000000,28091,54088,11737334,8887,3.0003253542401422,2.1469587654109588,5.027495204302769,303025485
28,150000000,544281,70963,15331,21164,2.661080465750875,10.066577791044775,19.76035918186434,1513528810
29,200000000,179939,25296,60575,18433,2.661080465750875,4.08666989307229,10.53707049197341,1108561013
30,200000000,112014,71089,485791,57723,3.0206521384077205,3.630455370531317,9.768433322594358,783766341
31,200000000,1517983,98853,39977,14954,3.0003253542401422,5.72662856744186,11.840149757276066,1215439994
32,200000000,36644,1946124,237160,1415364,3.116649083394444,3.3474606228686064,10.221598421539255,1025491110
33,210000000,486044,124085,74962,8615,2.661080465750875,2.2995780982735723,9.157164155492264,459359555
34,200000000,15789,43853,55896,201,3.410457096887857,3.717798035,9.395365206632533,743559607
35,150000000,136070,499657,34939,75217,3.116649083394444,4.136542296453902,12.669768845138318,836297228
36,210000000,170192,28317,13930,75217,3.116649083394444,4.136542296453902,12.510275156691641,1091405097
37,200000000,485792,229300,37431,57723,3.410457096887857,3.630455370531317,8.244141490363253,491868548
38,200000000,311603,625303,151549,11971,3.0206521384077205,3.594452125443787,9.268303736837737,705717432
39,170000000,17243,61312,63174,1495,3.0003253542401422,2.366314948275862,5.751271523076634,400062763
40,200000000,64189,14870,54637,7066,3.001404919424004,4.301719197727273,7.811204181032523,559852396
41,200000000,464340,522709,6019,3216,3.0003253542401422,2.5298021173260574,6.4828164283154734,219851172
42,200000000,326640,28682,1772,2483,3.001404919424004,5.334848515,12.235254447210838,1066969703
43,200000000,246520,16433,34316,323154,2.661080465750875,2.0136004456140357,9.39353733458891,371353001
44,190000000,619539,1426864,447542,56475,3.8696638324391914,8.89091,11.111606219042551,1506249360
45,200000000,705981,6733,52,3038,2.661080465750875,2.76834763064833,7.944396458848549,531865000
46,250000000,486044,217185,241532,20430,3.0003253542401422,2.422981018981881,7.942373533329729,747862775
47,190000000,207898,86499,141222,124722,3.0003253542401422,2.7981327611111118,9.623321201821787,467365246
48,195000000,96249,17954,171017,20430,3.0206521384077205,2.422981018981881,6.037533950989943,197687603
